employee_id,business_travel,business_travel_allowance_percent,business_travel_allowance_rs,performance,performance_bonus_percent,performance_bonus_rs,over_time,over_time_incentive_percent,over_time_incentive_rs,monthly_salary_rs,yearly_salary_rs,marital_status,marital_allowance_percent,marital_allowance_rs,home_distance_km,office_travel_allowance_01,office_travel_allowance_rs,years_at_company,range_years_at_company,training_months,yearly_package_rs,yearly_package_lpa,range_yearly_package
705,Rarely,2,1563.04,Good,5,46891.2,No,0,0,78152,937824,Married,5,3907.6,4,0,0,3,0-5 yrs,3,990185.84,9.9,9-12 LPA
707,Rarely,2,1548.16,Excellent,15,139334.4,No,0,0,77408,928896,Married,5,3870.4,8,1,41600,3,0-5 yrs,4,1115248.96,11.2,9-12 LPA
709,Rarely,2,1384.48,Good,5,41534.4,No,0,0,69224,830688,Single,0,0,7,0,0,7,5-10 yrs,2,873606.88,8.7,6-9 LPA
710,Frequently,5,4577.2,Good,5,54926.4,No,0,0,91544,1098528,Divorced,0,0,1,0,0,10,5-10 yrs,5,1158031.6,11.6,9-12 LPA
712,Rarely,2,1533.28,Average,0,0,No,0,0,76664,919968,Married,5,3833.2,2,0,0,2,0-5 yrs,3,925334.48,9.3,9-12 LPA
714,Frequently,5,4391.2,Good,5,52694.4,Yes,10,8782.4,87824,1053888,Divorced,0,0,3,0,0,6,5-10 yrs,3,1119756,11.2,9-12 LPA
715,Rarely,2,1890.4,Good,5,56712,No,0,0,94520,1134240,Single,0,0,10,0,0,1,0-5 yrs,2,1192842.4,11.9,9-12 LPA
716,Rarely,2,1801.12,Average,0,0,Yes,10,9005.6,90056,1080672,Married,5,4502.8,28,0,0,20,15-20 yrs,3,1095981.52,11,9-12 LPA
717,Rarely,2,1384.48,Average,0,0,No,0,0,69224,830688,Single,0,0,9,0,0,8,5-10 yrs,3,832072.48,8.3,6-9 LPA
720,Rarely,2,1667.2,Average,0,0,No,0,0,83360,1000320,Single,0,0,3,0,0,2,0-5 yrs,3,1001987.2,10,9-12 LPA
721,Rarely,2,1890.4,Average,0,0,No,0,0,94520,1134240,Single,0,0,2,0,0,20,15-20 yrs,4,1136130.4,11.4,9-12 LPA
722,Rarely,2,1518.4,Average,0,0,No,0,0,75920,911040,Single,0,0,10,0,0,10,5-10 yrs,2,912558.4,9.1,9-12 LPA
723,Frequently,5,3610,Average,0,0,Yes,10,7220,72200,866400,Married,5,3610,8,0,0,4,0-5 yrs,4,880840,8.8,6-9 LPA
724,Rarely,2,1191.04,Average,0,0,No,0,0,59552,714624,Single,0,0,1,0,0,9,5-10 yrs,4,715815.04,7.2,6-9 LPA
725,Rarely,2,1711.84,Average,0,0,No,0,0,85592,1027104,Married,5,4279.6,1,0,0,9,5-10 yrs,3,1033095.44,10.3,9-12 LPA
727,Rarely,2,1280.32,Good,5,38409.6,No,0,0,64016,768192,Single,0,0,3,0,0,7,5-10 yrs,6,807881.92,8.1,6-9 LPA
728,Rarely,2,1324.96,Average,0,0,No,0,0,66248,794976,Single,0,0,14,0,0,7,5-10 yrs,2,796300.96,8,6-9 LPA
729,Frequently,5,3535.6,Excellent,15,127281.6,Yes,10,7071.2,70712,848544,Married,5,3535.6,5,1,26000,18,15-20 yrs,2,1015968,10.2,9-12 LPA
730,Rarely,2,1577.92,Good,5,47337.6,No,0,0,78896,946752,Married,5,3944.8,7,0,0,5,0-5 yrs,3,999612.32,10,9-12 LPA
731,Rarely,2,1786.24,Good,5,53587.2,No,0,0,89312,1071744,Divorced,0,0,10,0,0,21,20-25 yrs,2,1127117.44,11.3,9-12 LPA
732,Rarely,2,1949.92,Average,0,0,No,0,0,97496,1169952,Single,0,0,16,0,0,2,0-5 yrs,1,1171901.92,11.7,9-12 LPA
733,Frequently,5,2940.4,Excellent,15,105854.4,No,0,0,58808,705696,Divorced,0,0,10,1,52000,9,5-10 yrs,4,866490.8,8.7,6-9 LPA
734,Rarely,2,1577.92,Average,0,0,No,0,0,78896,946752,Married,5,3944.8,1,0,0,22,20-25 yrs,3,952274.72,9.5,9-12 LPA
738,Rarely,2,1503.52,Good,5,45105.6,No,0,0,75176,902112,Married,5,3758.8,8,0,0,2,0-5 yrs,2,952479.92,9.5,9-12 LPA
741,Rarely,2,1696.96,Average,0,0,Yes,10,8484.8,84848,1018176,Single,0,0,1,0,0,7,5-10 yrs,4,1028357.76,10.3,9-12 LPA
742,No Travel,0,0,Average,0,0,No,0,0,81872,982464,Married,5,4093.6,8,0,0,8,5-10 yrs,2,986557.6,9.9,9-12 LPA
743,Rarely,2,1905.28,Average,0,0,Yes,10,9526.4,95264,1143168,Single,0,0,1,0,0,1,0-5 yrs,4,1154599.68,11.5,9-12 LPA
744,No Travel,0,0,Average,0,0,No,0,0,71456,857472,Single,0,0,24,0,0,5,0-5 yrs,5,857472,8.6,6-9 LPA
746,Frequently,5,3572.8,Average,0,0,Yes,10,7145.6,71456,857472,Divorced,0,0,3,0,0,22,20-25 yrs,2,868190.4,8.7,6-9 LPA
747,Rarely,2,2173.12,Excellent,15,195580.8,No,0,0,108656,1303872,Divorced,0,0,27,1,140400,8,5-10 yrs,2,1642025.92,16.4,15+ LPA
749,Rarely,2,2173.12,Average,0,0,No,0,0,108656,1303872,Single,0,0,10,0,0,1,0-5 yrs,6,1306045.12,13.1,12-15 LPA
752,Frequently,5,3870.4,Average,0,0,Yes,10,7740.8,77408,928896,Divorced,0,0,19,0,0,2,0-5 yrs,2,940507.2,9.4,9-12 LPA
754,Frequently,5,3498.4,Good,5,41980.8,No,0,0,69968,839616,Married,5,3498.4,15,0,0,2,0-5 yrs,5,888593.6,8.9,6-9 LPA
757,Rarely,2,2128.48,Average,0,0,No,0,0,106424,1277088,Single,0,0,8,0,0,5,0-5 yrs,2,1279216.48,12.8,12-15 LPA
758,Rarely,2,1250.56,Average,0,0,No,0,0,62528,750336,Married,5,3126.4,9,0,0,4,0-5 yrs,2,754712.96,7.5,6-9 LPA
760,Rarely,2,1354.72,Good,5,40641.6,No,0,0,67736,812832,Married,5,3386.8,3,0,0,8,5-10 yrs,3,858215.12,8.6,6-9 LPA
762,Rarely,2,1905.28,Average,0,0,No,0,0,95264,1143168,Married,5,4763.2,9,0,0,10,5-10 yrs,1,1149836.48,11.5,9-12 LPA
763,Rarely,2,1979.68,Good,5,59390.4,Yes,10,9898.4,98984,1187808,Single,0,0,2,0,0,4,0-5 yrs,2,1259076.48,12.6,12-15 LPA
764,Rarely,2,1518.4,Good,5,45552,No,0,0,75920,911040,Single,0,0,7,0,0,7,5-10 yrs,2,958110.4,9.6,9-12 LPA
766,Rarely,2,1935.04,Average,0,0,No,0,0,96752,1161024,Divorced,0,0,10,0,0,2,0-5 yrs,2,1162959.04,11.6,9-12 LPA
769,Rarely,2,1979.68,Good,5,59390.4,No,0,0,98984,1187808,Single,0,0,6,0,0,2,0-5 yrs,4,1249178.08,12.5,12-15 LPA
771,No Travel,0,0,Average,0,0,No,0,0,80384,964608,Divorced,0,0,2,0,0,1,0-5 yrs,2,964608,9.6,9-12 LPA
772,Frequently,5,4726,Good,5,56712,No,0,0,94520,1134240,Married,5,4726,24,0,0,10,5-10 yrs,2,1200404,12,9-12 LPA
773,Rarely,2,2068.96,Average,0,0,Yes,10,10344.8,103448,1241376,Married,5,5172.4,2,0,0,1,0-5 yrs,0,1258962.16,12.6,12-15 LPA
775,Rarely,2,1176.16,Average,0,0,No,0,0,58808,705696,Divorced,0,0,8,0,0,0,0-5 yrs,3,706872.16,7.1,6-9 LPA
776,Rarely,2,1161.28,Average,0,0,No,0,0,58064,696768,Married,5,2903.2,3,0,0,34,30-35 yrs,3,700832.48,7,6-9 LPA
780,Rarely,2,1637.44,Average,0,0,Yes,10,8187.2,81872,982464,Single,0,0,1,0,0,10,5-10 yrs,2,992288.64,9.9,9-12 LPA
781,Rarely,2,1176.16,Excellent,15,105854.4,No,0,0,58808,705696,Single,0,0,26,1,135200,6,5-10 yrs,5,947926.56,9.5,9-12 LPA
783,Rarely,2,1384.48,Average,0,0,No,0,0,69224,830688,Single,0,0,2,0,0,8,5-10 yrs,3,832072.48,8.3,6-9 LPA
784,Rarely,2,1875.52,Good,5,56265.6,No,0,0,93776,1125312,Single,0,0,10,0,0,2,0-5 yrs,3,1183453.12,11.8,9-12 LPA
785,Frequently,5,4614.4,Average,0,0,Yes,10,9228.8,92288,1107456,Single,0,0,27,0,0,5,0-5 yrs,2,1121299.2,11.2,9-12 LPA
786,Rarely,2,1592.8,Excellent,15,143352,No,0,0,79640,955680,Single,0,0,2,1,10400,6,5-10 yrs,5,1111024.8,11.1,9-12 LPA
787,Rarely,2,1860.64,Average,0,0,Yes,10,9303.2,93032,1116384,Married,5,4651.6,2,0,0,5,0-5 yrs,2,1132199.44,11.3,9-12 LPA
789,No Travel,0,0,Good,5,54926.4,No,0,0,91544,1098528,Single,0,0,8,0,0,10,5-10 yrs,1,1153454.4,11.5,9-12 LPA
791,No Travel,0,0,Good,5,39302.4,No,0,0,65504,786048,Married,5,3275.2,19,0,0,4,0-5 yrs,3,828625.6,8.3,6-9 LPA
792,Frequently,5,4391.2,Average,0,0,No,0,0,87824,1053888,Divorced,0,0,1,0,0,2,0-5 yrs,2,1058279.2,10.6,9-12 LPA
793,Rarely,2,1682.08,Average,0,0,No,0,0,84104,1009248,Married,5,4205.2,27,0,0,8,5-10 yrs,3,1015135.28,10.2,9-12 LPA
796,Rarely,2,1265.44,Good,5,37963.2,No,0,0,63272,759264,Single,0,0,8,0,0,4,0-5 yrs,2,798492.64,8,6-9 LPA
797,Rarely,2,1771.36,Good,5,53140.8,No,0,0,88568,1062816,Single,0,0,1,0,0,4,0-5 yrs,2,1117728.16,11.2,9-12 LPA
799,Rarely,2,2113.6,Average,0,0,Yes,10,10568,105680,1268160,Divorced,0,0,19,0,0,5,0-5 yrs,4,1280841.6,12.8,12-15 LPA
800,Frequently,5,4874.8,Good,5,58497.6,No,0,0,97496,1169952,Married,5,4874.8,8,0,0,4,0-5 yrs,3,1238199.2,12.4,12-15 LPA
802,Rarely,2,1920.16,Average,0,0,Yes,10,9600.8,96008,1152096,Divorced,0,0,10,0,0,5,0-5 yrs,3,1163616.96,11.6,9-12 LPA
803,Frequently,5,4540,Average,0,0,Yes,10,9080,90800,1089600,Single,0,0,2,0,0,15,10-15 yrs,2,1103220,11,9-12 LPA
804,Rarely,2,1979.68,Average,0,0,No,0,0,98984,1187808,Single,0,0,2,0,0,6,5-10 yrs,3,1189787.68,11.9,9-12 LPA
805,Rarely,2,1771.36,Good,5,53140.8,No,0,0,88568,1062816,Married,5,4428.4,8,0,0,3,0-5 yrs,1,1122156.56,11.2,9-12 LPA
806,Rarely,2,1265.44,Excellent,15,113889.6,No,0,0,63272,759264,Married,5,3163.6,1,1,5200,2,0-5 yrs,2,882782.64,8.8,6-9 LPA
807,Frequently,5,3163.6,Excellent,15,113889.6,No,0,0,63272,759264,Married,5,3163.6,2,1,10400,8,5-10 yrs,2,889880.8,8.9,6-9 LPA
808,Rarely,2,2083.84,Good,5,62515.2,No,0,0,104192,1250304,Married,5,5209.6,8,0,0,3,0-5 yrs,1,1320112.64,13.2,12-15 LPA
809,Frequently,5,4205.2,Average,0,0,No,0,0,84104,1009248,Divorced,0,0,8,0,0,24,20-25 yrs,4,1013453.2,10.1,9-12 LPA
811,Rarely,2,1637.44,Excellent,15,147369.6,Yes,10,8187.2,81872,982464,Married,5,4093.6,6,1,31200,0,0-5 yrs,2,1174951.84,11.7,9-12 LPA
812,No Travel,0,0,Average,0,0,No,0,0,79640,955680,Divorced,0,0,9,0,0,1,0-5 yrs,4,955680,9.6,9-12 LPA
813,Rarely,2,1920.16,Good,5,57604.8,No,0,0,96008,1152096,Married,5,4800.4,11,0,0,5,0-5 yrs,3,1216421.36,12.2,12-15 LPA
815,Rarely,2,1652.32,Good,5,49569.6,No,0,0,82616,991392,Married,5,4130.8,2,0,0,4,0-5 yrs,3,1046744.72,10.5,9-12 LPA
816,Rarely,2,1235.68,Average,0,0,Yes,10,6178.4,61784,741408,Married,5,3089.2,1,0,0,1,0-5 yrs,1,751911.28,7.5,6-9 LPA
817,Rarely,2,1429.12,Average,0,0,No,0,0,71456,857472,Married,5,3572.8,7,0,0,13,10-15 yrs,3,862473.92,8.6,6-9 LPA
819,Rarely,2,1726.72,Good,5,51801.6,No,0,0,86336,1036032,Single,0,0,16,0,0,3,0-5 yrs,3,1089560.32,10.9,9-12 LPA
820,Rarely,2,1191.04,Average,0,0,Yes,10,5955.2,59552,714624,Married,5,2977.6,2,0,0,26,25-30 yrs,3,724747.84,7.2,6-9 LPA
823,Rarely,2,1220.8,Good,5,36624,No,0,0,61040,732480,Married,5,3052,1,0,0,9,5-10 yrs,2,773376.8,7.7,6-9 LPA
824,Rarely,2,1905.28,Excellent,15,171475.2,No,0,0,95264,1143168,Married,5,4763.2,23,1,119600,10,5-10 yrs,3,1440911.68,14.4,12-15 LPA
825,Rarely,2,1161.28,Average,0,0,Yes,10,5806.4,58064,696768,Single,0,0,2,0,0,31,30-35 yrs,2,703735.68,7,6-9 LPA
826,Rarely,2,1295.2,Average,0,0,No,0,0,64760,777120,Single,0,0,1,0,0,2,0-5 yrs,0,778415.2,7.8,6-9 LPA
827,Rarely,2,1339.84,Average,0,0,Yes,10,6699.2,66992,803904,Married,5,3349.6,1,0,0,4,0-5 yrs,4,815292.64,8.2,6-9 LPA
828,Rarely,2,1384.48,Good,5,41534.4,No,0,0,69224,830688,Single,0,0,2,0,0,2,0-5 yrs,3,873606.88,8.7,6-9 LPA
829,Rarely,2,1235.68,Average,0,0,No,0,0,61784,741408,Married,5,3089.2,13,0,0,5,0-5 yrs,2,745732.88,7.5,6-9 LPA
830,Rarely,2,2158.24,Average,0,0,No,0,0,107912,1294944,Married,5,5395.6,4,0,0,14,10-15 yrs,3,1302497.84,13,12-15 LPA
832,Frequently,5,3647.2,Average,0,0,No,0,0,72944,875328,Single,0,0,16,0,0,1,0-5 yrs,6,878975.2,8.8,6-9 LPA
833,Rarely,2,1473.76,Excellent,15,132638.4,Yes,10,7368.8,73688,884256,Single,0,0,2,1,10400,0,0-5 yrs,4,1036136.96,10.4,9-12 LPA
834,Rarely,2,2113.6,Average,0,0,No,0,0,105680,1268160,Single,0,0,2,0,0,1,0-5 yrs,3,1270273.6,12.7,12-15 LPA
836,Rarely,2,2158.24,Average,0,0,No,0,0,107912,1294944,Married,5,5395.6,29,0,0,9,5-10 yrs,3,1302497.84,13,12-15 LPA
837,Frequently,5,3424,Good,5,41088,No,0,0,68480,821760,Divorced,0,0,12,0,0,4,0-5 yrs,3,866272,8.7,6-9 LPA
838,Frequently,5,5470,Good,5,65640,No,0,0,109400,1312800,Single,0,0,16,0,0,5,0-5 yrs,3,1383910,13.8,12-15 LPA
840,Rarely,2,1339.84,Good,5,40195.2,No,0,0,66992,803904,Married,5,3349.6,11,0,0,9,5-10 yrs,3,848788.64,8.5,6-9 LPA
842,Rarely,2,1250.56,Good,5,37516.8,No,0,0,62528,750336,Single,0,0,2,0,0,9,5-10 yrs,3,789103.36,7.9,6-9 LPA
843,Rarely,2,2098.72,Excellent,15,188884.8,No,0,0,104936,1259232,Married,5,5246.8,14,1,72800,4,0-5 yrs,3,1528262.32,15.3,15+ LPA
844,Rarely,2,1324.96,Good,5,39748.8,Yes,10,6624.8,66248,794976,Divorced,0,0,5,0,0,9,5-10 yrs,3,842674.56,8.4,6-9 LPA
845,Rarely,2,1577.92,Excellent,15,142012.8,No,0,0,78896,946752,Single,0,0,7,1,36400,8,5-10 yrs,3,1126742.72,11.3,9-12 LPA
846,Rarely,2,1905.28,Good,5,57158.4,Yes,10,9526.4,95264,1143168,Married,5,4763.2,2,0,0,8,5-10 yrs,2,1216521.28,12.2,12-15 LPA
847,Rarely,2,2009.44,Good,5,60283.2,No,0,0,100472,1205664,Married,5,5023.6,3,0,0,3,0-5 yrs,1,1272980.24,12.7,12-15 LPA
848,Frequently,5,5023.6,Average,0,0,Yes,10,10047.2,100472,1205664,Married,5,5023.6,5,0,0,8,5-10 yrs,2,1225758.4,12.3,12-15 LPA
850,No Travel,0,0,Average,0,0,No,0,0,72200,866400,Married,5,3610,3,0,0,0,0-5 yrs,6,870010,8.7,6-9 LPA
851,Rarely,2,1682.08,Average,0,0,No,0,0,84104,1009248,Married,5,4205.2,26,0,0,20,15-20 yrs,2,1015135.28,10.2,9-12 LPA
852,Rarely,2,1444,Average,0,0,No,0,0,72200,866400,Single,0,0,4,0,0,5,0-5 yrs,2,867844,8.7,6-9 LPA
854,Rarely,2,1667.2,Average,0,0,No,0,0,83360,1000320,Single,0,0,2,0,0,4,0-5 yrs,3,1001987.2,10,9-12 LPA
855,Rarely,2,1414.24,Excellent,15,127281.6,No,0,0,70712,848544,Divorced,0,0,1,1,5200,9,5-10 yrs,5,982439.84,9.8,9-12 LPA
856,Rarely,2,1488.64,Average,0,0,No,0,0,74432,893184,Single,0,0,27,0,0,6,5-10 yrs,3,894672.64,8.9,6-9 LPA
857,Rarely,2,1533.28,Average,0,0,Yes,10,7666.4,76664,919968,Married,5,3833.2,1,0,0,18,15-20 yrs,1,933000.88,9.3,9-12 LPA
859,Rarely,2,1786.24,Average,0,0,No,0,0,89312,1071744,Divorced,0,0,13,0,0,5,0-5 yrs,3,1073530.24,10.7,9-12 LPA
861,Frequently,5,4540,Average,0,0,No,0,0,90800,1089600,Divorced,0,0,5,0,0,5,0-5 yrs,3,1094140,10.9,9-12 LPA
862,Rarely,2,1860.64,Good,5,55819.2,Yes,10,9303.2,93032,1116384,Married,5,4651.6,7,0,0,5,0-5 yrs,3,1188018.64,11.9,9-12 LPA
864,Rarely,2,1801.12,Average,0,0,Yes,10,9005.6,90056,1080672,Divorced,0,0,9,0,0,5,0-5 yrs,2,1091478.72,10.9,9-12 LPA
865,Rarely,2,2054.08,Average,0,0,No,0,0,102704,1232448,Married,5,5135.2,8,0,0,5,0-5 yrs,3,1239637.28,12.4,12-15 LPA
867,Frequently,5,4763.2,Excellent,15,171475.2,No,0,0,95264,1143168,Married,5,4763.2,25,1,130000,9,5-10 yrs,3,1454169.6,14.5,12-15 LPA
868,Rarely,2,1682.08,Good,5,50462.4,No,0,0,84104,1009248,Divorced,0,0,16,0,0,1,0-5 yrs,2,1061392.48,10.6,9-12 LPA
869,Rarely,2,1637.44,Average,0,0,No,0,0,81872,982464,Divorced,0,0,8,0,0,5,0-5 yrs,6,984101.44,9.8,9-12 LPA
872,Rarely,2,1191.04,Excellent,15,107193.6,No,0,0,59552,714624,Married,5,2977.6,1,1,5200,2,0-5 yrs,2,831186.24,8.3,6-9 LPA
874,Rarely,2,1622.56,Excellent,15,146030.4,Yes,10,8112.8,81128,973536,Married,5,4056.4,8,1,41600,3,0-5 yrs,2,1174958.16,11.7,9-12 LPA
875,Frequently,5,3052,Average,0,0,Yes,10,6104,61040,732480,Single,0,0,2,0,0,2,0-5 yrs,2,741636,7.4,6-9 LPA
878,Rarely,2,1845.76,Excellent,15,166118.4,No,0,0,92288,1107456,Married,5,4614.4,8,1,41600,5,0-5 yrs,3,1321634.56,13.2,12-15 LPA
879,Rarely,2,2158.24,Good,5,64747.2,Yes,10,10791.2,107912,1294944,Married,5,5395.6,3,0,0,5,0-5 yrs,3,1378036.24,13.8,12-15 LPA
880,Rarely,2,1682.08,Good,5,50462.4,Yes,10,8410.4,84104,1009248,Married,5,4205.2,9,0,0,17,15-20 yrs,2,1074008.08,10.7,9-12 LPA
881,Frequently,5,5321.2,Good,5,63854.4,Yes,10,10642.4,106424,1277088,Divorced,0,0,25,0,0,10,5-10 yrs,3,1356906,13.6,12-15 LPA
882,No Travel,0,0,Average,0,0,No,0,0,80384,964608,Divorced,0,0,1,0,0,3,0-5 yrs,2,964608,9.6,9-12 LPA
885,Rarely,2,1994.56,Average,0,0,No,0,0,99728,1196736,Married,5,4986.4,4,0,0,5,0-5 yrs,1,1203716.96,12,9-12 LPA
887,Rarely,2,1235.68,Good,5,37070.4,No,0,0,61784,741408,Married,5,3089.2,1,0,0,4,0-5 yrs,2,782803.28,7.8,6-9 LPA
888,No Travel,0,0,Good,5,41534.4,No,0,0,69224,830688,Married,5,3461.2,4,0,0,5,0-5 yrs,2,875683.6,8.8,6-9 LPA
889,Frequently,5,3535.6,Average,0,0,No,0,0,70712,848544,Married,5,3535.6,5,0,0,10,5-10 yrs,3,855615.2,8.6,6-9 LPA
893,Rarely,2,2158.24,Good,5,64747.2,No,0,0,107912,1294944,Married,5,5395.6,9,0,0,2,0-5 yrs,3,1367245.04,13.7,12-15 LPA
894,Rarely,2,2113.6,Average,0,0,Yes,10,10568,105680,1268160,Married,5,5284,3,0,0,5,0-5 yrs,1,1286125.6,12.9,12-15 LPA
895,Rarely,2,1414.24,Good,5,42427.2,Yes,10,7071.2,70712,848544,Married,5,3535.6,11,0,0,6,5-10 yrs,2,902992.24,9,6-9 LPA
896,Rarely,2,1414.24,Good,5,42427.2,Yes,10,7071.2,70712,848544,Divorced,0,0,1,0,0,3,0-5 yrs,3,899456.64,9,6-9 LPA
897,Rarely,2,1786.24,Average,0,0,No,0,0,89312,1071744,Married,5,4465.6,8,0,0,2,0-5 yrs,3,1077995.84,10.8,9-12 LPA
899,Rarely,2,1860.64,Good,5,55819.2,No,0,0,93032,1116384,Married,5,4651.6,25,0,0,13,10-15 yrs,2,1178715.44,11.8,9-12 LPA
900,Frequently,5,3758.8,Good,5,45105.6,No,0,0,75176,902112,Married,5,3758.8,21,0,0,5,0-5 yrs,3,954735.2,9.5,9-12 LPA
901,Rarely,2,1771.36,Good,5,53140.8,No,0,0,88568,1062816,Single,0,0,23,0,0,12,10-15 yrs,0,1117728.16,11.2,9-12 LPA
902,Frequently,5,2977.6,Average,0,0,No,0,0,59552,714624,Married,5,2977.6,1,0,0,5,0-5 yrs,2,720579.2,7.2,6-9 LPA
903,Rarely,2,1220.8,Excellent,15,109872,Yes,10,6104,61040,732480,Married,5,3052,2,1,10400,7,5-10 yrs,2,863128.8,8.6,6-9 LPA
904,No Travel,0,0,Average,0,0,Yes,10,5880.8,58808,705696,Single,0,0,19,0,0,10,5-10 yrs,2,711576.8,7.1,6-9 LPA
905,No Travel,0,0,Average,0,0,No,0,0,107912,1294944,Divorced,0,0,2,0,0,31,30-35 yrs,3,1294944,12.9,12-15 LPA
909,Rarely,2,1324.96,Average,0,0,No,0,0,66248,794976,Married,5,3312.4,2,0,0,5,0-5 yrs,2,799613.36,8,6-9 LPA
910,Rarely,2,1548.16,Average,0,0,Yes,10,7740.8,77408,928896,Divorced,0,0,3,0,0,4,0-5 yrs,4,938184.96,9.4,9-12 LPA
911,Rarely,2,1994.56,Excellent,15,179510.4,Yes,10,9972.8,99728,1196736,Single,0,0,25,1,130000,1,0-5 yrs,2,1518213.76,15.2,15+ LPA
912,Rarely,2,1622.56,Average,0,0,No,0,0,81128,973536,Divorced,0,0,7,0,0,4,0-5 yrs,5,975158.56,9.8,9-12 LPA
913,Rarely,2,1607.68,Average,0,0,Yes,10,8038.4,80384,964608,Married,5,4019.2,9,0,0,8,5-10 yrs,0,978273.28,9.8,9-12 LPA
916,Rarely,2,2158.24,Average,0,0,No,0,0,107912,1294944,Single,0,0,5,0,0,4,0-5 yrs,3,1297102.24,13,12-15 LPA
918,Frequently,5,3870.4,Average,0,0,Yes,10,7740.8,77408,928896,Divorced,0,0,2,0,0,1,0-5 yrs,3,940507.2,9.4,9-12 LPA
920,Rarely,2,1518.4,Excellent,15,136656,No,0,0,75920,911040,Divorced,0,0,8,1,41600,1,0-5 yrs,2,1090814.4,10.9,9-12 LPA
922,Rarely,2,1429.12,Average,0,0,No,0,0,71456,857472,Single,0,0,2,0,0,2,0-5 yrs,3,858901.12,8.6,6-9 LPA
923,Rarely,2,1667.2,Good,5,50016,No,0,0,83360,1000320,Single,0,0,18,0,0,1,0-5 yrs,3,1052003.2,10.5,9-12 LPA
924,Rarely,2,1711.84,Good,5,51355.2,Yes,10,8559.2,85592,1027104,Married,5,4279.6,14,0,0,16,15-20 yrs,2,1093009.84,10.9,9-12 LPA
925,Rarely,2,1667.2,Good,5,50016,Yes,10,8336,83360,1000320,Single,0,0,2,0,0,3,0-5 yrs,3,1060339.2,10.6,9-12 LPA
926,Rarely,2,1205.92,Good,5,36177.6,Yes,10,6029.6,60296,723552,Married,5,3014.8,3,0,0,3,0-5 yrs,3,769979.92,7.7,6-9 LPA
927,Rarely,2,1548.16,Average,0,0,Yes,10,7740.8,77408,928896,Divorced,0,0,2,0,0,7,5-10 yrs,1,938184.96,9.4,9-12 LPA
930,Rarely,2,1845.76,Good,5,55372.8,No,0,0,92288,1107456,Divorced,0,0,9,0,0,2,0-5 yrs,2,1164674.56,11.6,9-12 LPA
932,Rarely,2,1741.6,Excellent,15,156744,Yes,10,8708,87080,1044960,Married,5,4354,6,1,31200,2,0-5 yrs,2,1247707.6,12.5,12-15 LPA
933,Rarely,2,1830.88,Good,5,54926.4,No,0,0,91544,1098528,Single,0,0,4,0,0,1,0-5 yrs,2,1155285.28,11.6,9-12 LPA
934,Rarely,2,1935.04,Average,0,0,No,0,0,96752,1161024,Divorced,0,0,10,0,0,1,0-5 yrs,3,1162959.04,11.6,9-12 LPA
936,Rarely,2,1711.84,Good,5,51355.2,No,0,0,85592,1027104,Single,0,0,14,0,0,5,0-5 yrs,6,1080171.04,10.8,9-12 LPA
939,Rarely,2,2188,Average,0,0,Yes,10,10940,109400,1312800,Single,0,0,1,0,0,3,0-5 yrs,1,1325928,13.3,12-15 LPA
940,Rarely,2,1250.56,Average,0,0,Yes,10,6252.8,62528,750336,Divorced,0,0,5,0,0,6,5-10 yrs,3,757839.36,7.6,6-9 LPA
941,Rarely,2,1310.08,Good,5,39302.4,No,0,0,65504,786048,Married,5,3275.2,7,0,0,7,5-10 yrs,2,829935.68,8.3,6-9 LPA
942,Rarely,2,1458.88,Excellent,15,131299.2,Yes,10,7294.4,72944,875328,Married,5,3647.2,21,1,109200,10,5-10 yrs,2,1128227.68,11.3,9-12 LPA
944,Rarely,2,1458.88,Average,0,0,No,0,0,72944,875328,Married,5,3647.2,8,0,0,26,25-30 yrs,3,880434.08,8.8,6-9 LPA
945,Rarely,2,1458.88,Good,5,43766.4,No,0,0,72944,875328,Married,5,3647.2,20,0,0,0,0-5 yrs,2,924200.48,9.2,9-12 LPA
947,No Travel,0,0,Average,0,0,No,0,0,68480,821760,Married,5,3424,20,0,0,9,5-10 yrs,2,825184,8.3,6-9 LPA
949,Rarely,2,1667.2,Good,5,50016,No,0,0,83360,1000320,Single,0,0,7,0,0,6,5-10 yrs,6,1052003.2,10.5,9-12 LPA
950,Rarely,2,1890.4,Average,0,0,No,0,0,94520,1134240,Married,5,4726,1,0,0,15,10-15 yrs,3,1140856.4,11.4,9-12 LPA
951,No Travel,0,0,Good,5,52248,No,0,0,87080,1044960,Married,5,4354,1,0,0,3,0-5 yrs,3,1101562,11,9-12 LPA
952,Rarely,2,1235.68,Good,5,37070.4,Yes,10,6178.4,61784,741408,Married,5,3089.2,19,0,0,1,0-5 yrs,2,788981.68,7.9,6-9 LPA
954,Rarely,2,1696.96,Average,0,0,No,0,0,84848,1018176,Divorced,0,0,10,0,0,1,0-5 yrs,2,1019872.96,10.2,9-12 LPA
956,Frequently,5,3684.4,Average,0,0,No,0,0,73688,884256,Single,0,0,1,0,0,7,5-10 yrs,2,887940.4,8.9,6-9 LPA
957,Rarely,2,1577.92,Average,0,0,Yes,10,7889.6,78896,946752,Single,0,0,6,0,0,18,15-20 yrs,3,956219.52,9.6,9-12 LPA
958,Rarely,2,1875.52,Excellent,15,168796.8,No,0,0,93776,1125312,Single,0,0,2,1,10400,11,10-15 yrs,6,1306384.32,13.1,12-15 LPA
