employee_id,attrition_label,attrition,gender,age,age_group,education,education_field,department,job_role,job_level,work_x_years,range_work_x,count_company_switches,range_company_switches,salary_hike_percent,range_salary_hike,stock_option_level,years_in_curr_role,range_years_in_curr_role,years_since_last_promotion,range_years_since_last_promotion,years_with_curr_manager
1555,Current Employees,No,Female,32,25 - 34,Associates Degree,Life Sciences,R&D,Research Scientist,2,12,10-15 switches,3,3-6 switches,12,11-15 %,1,1,0-3 switches,2,0-3 switches,5
1556,Current Employees,No,Male,36,35 - 44,Master's Degree,Life Sciences,Sales,Sales Representative,1,7,5-10 switches,3,3-6 switches,21,21-25 %,0,2,0-3 switches,1,0-3 switches,2
1557,Current Employees,No,Female,48,45 - 54,Master's Degree,Life Sciences,Sales,Sales Executive,2,18,15-20 switches,8,6+ switches,14,11-15 %,1,7,6-9 switches,7,6-9 switches,7
1558,Current Employees,No,Male,29,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,5,0-5 switches,6,3-6 switches,18,16-20 %,2,0,0-3 switches,0,0-3 switches,0
1560,Current Employees,No,Male,33,25 - 34,Master's Degree,Life Sciences,Sales,Sales Executive,2,8,5-10 switches,2,0-2 switches,13,11-15 %,1,2,0-3 switches,2,0-3 switches,2
1562,Ex-Employees,Yes,Male,30,25 - 34,Bachelor's Degree,Life Sciences,Sales,Sales Executive,2,10,5-10 switches,1,0-2 switches,11,11-15 %,1,8,6-9 switches,6,3-6 switches,7
1563,Current Employees,No,Male,38,35 - 44,Master's Degree,Human Resources,HR,Human Resources,2,10,5-10 switches,3,3-6 switches,11,11-15 %,0,3,0-3 switches,1,0-3 switches,2
1564,Current Employees,No,Male,35,35 - 44,Bachelor's Degree,Medical,R&D,Laboratory Technician,1,3,0-5 switches,1,0-2 switches,19,16-20 %,0,0,0-3 switches,1,0-3 switches,2
1568,Current Employees,No,Male,30,25 - 34,Master's Degree,Technical Degree,Sales,Sales Executive,3,9,5-10 switches,3,3-6 switches,12,11-15 %,1,2,0-3 switches,1,0-3 switches,3
1569,Ex-Employees,Yes,Female,35,35 - 44,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,1,1,0-5 switches,1,0-2 switches,12,11-15 %,1,0,0-3 switches,0,0-3 switches,0
1572,Ex-Employees,Yes,Female,53,45 - 54,Doctoral Degree,Technical Degree,R&D,Manufacturing Director,3,34,30-35 switches,0,0-2 switches,16,16-20 %,1,7,6-9 switches,1,0-3 switches,9
1573,Ex-Employees,Yes,Male,38,35 - 44,Bachelor's Degree,Medical,R&D,Manufacturing Director,2,7,5-10 switches,4,3-6 switches,11,11-15 %,2,2,0-3 switches,1,0-3 switches,4
1574,Current Employees,No,Male,32,25 - 34,Master's Degree,Technical Degree,R&D,Research Scientist,2,9,5-10 switches,4,3-6 switches,14,11-15 %,1,5,3-6 switches,1,0-3 switches,2
1576,Current Employees,No,Female,48,45 - 54,Master's Degree,Other,R&D,Research Scientist,1,10,5-10 switches,8,6+ switches,12,11-15 %,1,2,0-3 switches,7,6-9 switches,6
1577,Current Employees,No,Male,34,25 - 34,Master's Degree,Medical,R&D,Research Scientist,1,1,0-5 switches,1,0-2 switches,13,11-15 %,0,0,0-3 switches,0,0-3 switches,0
1578,Current Employees,No,Male,55,Over 55,Doctoral Degree,Marketing,Sales,Manager,5,36,35+ switches,1,0-2 switches,21,21-25 %,1,6,3-6 switches,2,0-3 switches,13
1580,Current Employees,No,Male,34,25 - 34,Master's Degree,Life Sciences,R&D,Research Scientist,2,9,5-10 switches,9,6+ switches,17,16-20 %,1,2,0-3 switches,2,0-3 switches,1
1581,Current Employees,No,Female,26,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,1,0-5 switches,1,0-2 switches,21,21-25 %,0,0,0-3 switches,0,0-3 switches,0
1582,Current Employees,No,Male,38,35 - 44,Bachelor's Degree,Life Sciences,Sales,Sales Executive,2,10,5-10 switches,0,0-2 switches,11,11-15 %,1,8,6-9 switches,7,6-9 switches,7
1583,Current Employees,No,Female,38,35 - 44,Bachelor's Degree,Life Sciences,Sales,Sales Executive,2,8,5-10 switches,2,0-2 switches,12,11-15 %,0,2,0-3 switches,1,0-3 switches,2
1585,Current Employees,No,Female,36,35 - 44,Master's Degree,Life Sciences,Sales,Sales Executive,2,15,10-15 switches,6,3-6 switches,13,11-15 %,0,0,0-3 switches,0,0-3 switches,0
1586,Current Employees,No,Male,29,25 - 34,High School,Medical,R&D,Laboratory Technician,1,10,5-10 switches,1,0-2 switches,18,16-20 %,0,9,6-9 switches,1,0-3 switches,5
1587,Current Employees,No,Female,35,35 - 44,Master's Degree,Medical,R&D,Healthcare Representative,2,10,5-10 switches,3,3-6 switches,16,16-20 %,0,2,0-3 switches,0,0-3 switches,4
1588,Current Employees,No,Male,39,35 - 44,Bachelor's Degree,Medical,Sales,Sales Executive,3,11,10-15 switches,2,0-2 switches,11,11-15 %,1,6,3-6 switches,7,6-9 switches,6
1590,Current Employees,No,Male,29,25 - 34,High School,Life Sciences,R&D,Healthcare Representative,2,6,5-10 switches,1,0-2 switches,19,16-20 %,1,4,3-6 switches,1,0-3 switches,3
1591,Current Employees,No,Male,50,45 - 54,Bachelor's Degree,Marketing,Sales,Manager,5,27,25-30 switches,4,3-6 switches,16,16-20 %,1,0,0-3 switches,0,0-3 switches,0
1592,Current Employees,No,Male,23,Under 25,Bachelor's Degree,Technical Degree,R&D,Research Scientist,1,4,0-5 switches,2,0-2 switches,16,16-20 %,1,2,0-3 switches,2,0-3 switches,2
1594,Current Employees,No,Male,36,35 - 44,Master's Degree,Life Sciences,R&D,Laboratory Technician,2,9,5-10 switches,3,3-6 switches,13,11-15 %,1,2,0-3 switches,0,0-3 switches,2
1595,Current Employees,No,Male,42,35 - 44,Associates Degree,Other,R&D,Manager,5,24,20-25 switches,8,6+ switches,22,21-25 %,0,0,0-3 switches,0,0-3 switches,1
1596,Current Employees,No,Male,35,35 - 44,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,2,10,5-10 switches,1,0-2 switches,17,16-20 %,2,9,6-9 switches,6,3-6 switches,8
1597,Current Employees,No,Male,34,25 - 34,Master's Degree,Technical Degree,R&D,Healthcare Representative,2,8,5-10 switches,1,0-2 switches,14,11-15 %,1,2,0-3 switches,7,6-9 switches,7
1598,Current Employees,No,Female,40,35 - 44,Associates Degree,Life Sciences,Sales,Sales Executive,2,5,0-5 switches,1,0-2 switches,15,11-15 %,1,4,3-6 switches,1,0-3 switches,2
1599,Current Employees,No,Male,43,35 - 44,Bachelor's Degree,Technical Degree,R&D,Laboratory Technician,1,8,5-10 switches,5,3-6 switches,12,11-15 %,1,4,3-6 switches,0,0-3 switches,2
1601,Current Employees,No,Male,35,35 - 44,Associates Degree,Life Sciences,R&D,Laboratory Technician,1,1,0-5 switches,1,0-2 switches,18,16-20 %,1,0,0-3 switches,0,0-3 switches,1
1602,Current Employees,No,Male,46,45 - 54,Master's Degree,Life Sciences,Sales,Manager,4,27,25-30 switches,1,0-2 switches,15,11-15 %,0,0,0-3 switches,0,0-3 switches,12
1604,Ex-Employees,Yes,Male,28,25 - 34,Bachelor's Degree,Medical,R&D,Laboratory Technician,1,1,0-5 switches,1,0-2 switches,17,16-20 %,3,1,0-3 switches,0,0-3 switches,0
1605,Current Employees,No,Female,22,Under 25,Associates Degree,Other,R&D,Research Scientist,1,4,0-5 switches,1,0-2 switches,14,11-15 %,0,2,0-3 switches,1,0-3 switches,3
1606,Current Employees,No,Male,50,45 - 54,Doctoral Degree,Medical,R&D,Healthcare Representative,4,32,30-35 switches,2,0-2 switches,15,11-15 %,1,8,6-9 switches,12,9-12 switches,13
1607,Current Employees,No,Female,32,25 - 34,Master's Degree,Other,R&D,Research Scientist,1,6,5-10 switches,3,3-6 switches,17,16-20 %,2,2,0-3 switches,0,0-3 switches,2
1608,Current Employees,No,Female,44,35 - 44,Bachelor's Degree,Medical,R&D,Research Director,5,23,20-25 switches,0,0-2 switches,14,11-15 %,1,7,6-9 switches,1,0-3 switches,10
1609,Current Employees,No,Male,30,25 - 34,Bachelor's Degree,Medical,R&D,Research Scientist,1,6,5-10 switches,1,0-2 switches,12,11-15 %,1,4,3-6 switches,1,0-3 switches,1
1611,Current Employees,No,Female,45,45 - 54,Doctoral Degree,Medical,R&D,Laboratory Technician,2,10,5-10 switches,1,0-2 switches,14,11-15 %,0,7,6-9 switches,1,0-3 switches,4
1612,Current Employees,No,Male,45,45 - 54,Bachelor's Degree,Marketing,Sales,Sales Executive,2,10,5-10 switches,1,0-2 switches,15,11-15 %,1,7,6-9 switches,4,3-6 switches,5
1613,Current Employees,No,Male,31,25 - 34,Master's Degree,Other,Sales,Sales Executive,2,10,5-10 switches,7,6+ switches,13,11-15 %,0,2,0-3 switches,0,0-3 switches,3
1614,Current Employees,No,Female,36,35 - 44,Master's Degree,Life Sciences,R&D,Manufacturing Director,2,7,5-10 switches,9,6+ switches,12,11-15 %,2,2,0-3 switches,1,0-3 switches,1
1615,Current Employees,No,Male,34,25 - 34,Master's Degree,Life Sciences,R&D,Manufacturing Director,2,9,5-10 switches,1,0-2 switches,13,11-15 %,1,7,6-9 switches,7,6-9 switches,2
1617,Current Employees,No,Female,49,45 - 54,Master's Degree,Life Sciences,R&D,Laboratory Technician,1,10,5-10 switches,1,0-2 switches,14,11-15 %,1,6,3-6 switches,1,0-3 switches,4
1618,Current Employees,No,Male,39,35 - 44,Doctoral Degree,Medical,R&D,Manufacturing Director,2,10,5-10 switches,2,0-2 switches,13,11-15 %,3,7,6-9 switches,7,6-9 switches,7
1619,Current Employees,No,Male,27,25 - 34,Bachelor's Degree,Other,R&D,Laboratory Technician,1,7,5-10 switches,1,0-2 switches,11,11-15 %,2,7,6-9 switches,0,0-3 switches,7
1621,Current Employees,No,Male,35,35 - 44,Doctoral Degree,Life Sciences,R&D,Research Scientist,2,16,15-20 switches,1,0-2 switches,11,11-15 %,0,15,12-15 switches,1,0-3 switches,10
1622,Current Employees,No,Female,28,25 - 34,Bachelor's Degree,Medical,R&D,Manufacturing Director,2,6,5-10 switches,0,0-2 switches,21,21-25 %,1,3,0-3 switches,0,0-3 switches,0
1623,Current Employees,No,Male,21,Under 25,High School,Medical,R&D,Research Scientist,1,3,0-5 switches,1,0-2 switches,18,16-20 %,0,2,0-3 switches,2,0-3 switches,2
1624,Ex-Employees,Yes,Female,18,Under 25,Associates Degree,Medical,Sales,Sales Representative,1,0,0-5 switches,1,0-2 switches,12,11-15 %,0,0,0-3 switches,0,0-3 switches,0
1625,Current Employees,No,Female,47,45 - 54,Master's Degree,Life Sciences,HR,Manager,5,27,25-30 switches,3,3-6 switches,11,11-15 %,1,2,0-3 switches,1,0-3 switches,0
1627,Current Employees,No,Male,39,35 - 44,Associates Degree,Medical,R&D,Laboratory Technician,2,11,10-15 switches,0,0-2 switches,15,11-15 %,1,8,6-9 switches,0,0-3 switches,7
1628,Current Employees,No,Female,40,35 - 44,Bachelor's Degree,Life Sciences,R&D,Manufacturing Director,3,18,15-20 switches,1,0-2 switches,13,11-15 %,2,15,12-15 switches,14,12-15 switches,12
1630,Current Employees,No,Female,35,35 - 44,Master's Degree,Life Sciences,R&D,Healthcare Representative,2,15,10-15 switches,1,0-2 switches,12,11-15 %,1,11,9-12 switches,2,0-3 switches,9
1631,Current Employees,No,Male,37,35 - 44,Bachelor's Degree,Life Sciences,R&D,Manufacturing Director,2,9,5-10 switches,3,3-6 switches,17,16-20 %,3,3,0-3 switches,0,0-3 switches,2
1633,Current Employees,No,Female,39,35 - 44,Bachelor's Degree,Medical,R&D,Manufacturing Director,2,10,5-10 switches,0,0-2 switches,13,11-15 %,0,2,0-3 switches,3,0-3 switches,8
1635,Current Employees,No,Female,45,45 - 54,Associates Degree,Other,R&D,Manufacturing Director,2,10,5-10 switches,1,0-2 switches,19,16-20 %,2,7,6-9 switches,3,0-3 switches,9
1638,Current Employees,No,Female,38,35 - 44,Associates Degree,Medical,R&D,Manufacturing Director,3,10,5-10 switches,3,3-6 switches,19,16-20 %,1,4,3-6 switches,0,0-3 switches,2
1639,Ex-Employees,Yes,Male,35,35 - 44,Bachelor's Degree,Medical,Sales,Sales Executive,3,15,10-15 switches,9,6+ switches,17,16-20 %,0,12,9-12 switches,6,3-6 switches,0
1640,Current Employees,No,Female,37,35 - 44,Bachelor's Degree,Medical,R&D,Research Scientist,1,8,5-10 switches,1,0-2 switches,11,11-15 %,1,4,3-6 switches,7,6-9 switches,7
1641,Current Employees,No,Female,40,35 - 44,Bachelor's Degree,Life Sciences,R&D,Manufacturing Director,3,18,15-20 switches,6,3-6 switches,15,11-15 %,0,2,0-3 switches,3,0-3 switches,3
1642,Current Employees,No,Male,44,35 - 44,Doctoral Degree,Human Resources,HR,Human Resources,2,14,10-15 switches,4,3-6 switches,11,11-15 %,0,7,6-9 switches,0,0-3 switches,2
1644,Current Employees,No,Male,48,45 - 54,Doctoral Degree,Medical,R&D,Manager,4,23,20-25 switches,2,0-2 switches,25,21-25 %,1,2,0-3 switches,2,0-3 switches,2
1645,Ex-Employees,Yes,Male,35,35 - 44,Associates Degree,Medical,Sales,Sales Executive,2,7,5-10 switches,6,3-6 switches,14,11-15 %,2,2,0-3 switches,2,0-3 switches,2
1646,Current Employees,No,Female,24,Under 25,High School,Technical Degree,R&D,Research Scientist,1,6,5-10 switches,1,0-2 switches,13,11-15 %,0,3,0-3 switches,1,0-3 switches,3
1647,Current Employees,No,Female,27,25 - 34,Bachelor's Degree,Medical,R&D,Research Scientist,1,5,0-5 switches,7,6+ switches,17,16-20 %,0,2,0-3 switches,0,0-3 switches,2
1648,Current Employees,No,Male,27,25 - 34,Bachelor's Degree,Medical,R&D,Research Scientist,1,6,5-10 switches,2,0-2 switches,13,11-15 %,0,2,0-3 switches,1,0-3 switches,2
1649,Ex-Employees,Yes,Male,40,35 - 44,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,1,10,5-10 switches,3,3-6 switches,14,11-15 %,0,2,0-3 switches,0,0-3 switches,3
1650,Current Employees,No,Male,29,25 - 34,Bachelor's Degree,Medical,Sales,Sales Executive,2,8,5-10 switches,9,6+ switches,11,11-15 %,0,2,0-3 switches,1,0-3 switches,4
1651,Current Employees,No,Female,36,35 - 44,Master's Degree,Life Sciences,R&D,Healthcare Representative,3,9,5-10 switches,4,3-6 switches,12,11-15 %,2,2,0-3 switches,0,0-3 switches,2
1653,Current Employees,No,Male,25,25 - 34,High School,Life Sciences,R&D,Manufacturing Director,2,7,5-10 switches,1,0-2 switches,17,16-20 %,2,7,6-9 switches,0,0-3 switches,7
1654,Current Employees,No,Male,39,35 - 44,Bachelor's Degree,Medical,R&D,Manufacturing Director,2,7,5-10 switches,4,3-6 switches,21,21-25 %,0,4,3-6 switches,1,0-3 switches,0
1655,Current Employees,No,Female,49,45 - 54,Master's Degree,Other,R&D,Research Director,4,27,25-30 switches,3,3-6 switches,16,16-20 %,2,2,0-3 switches,1,0-3 switches,2
1656,Current Employees,No,Female,50,45 - 54,Doctoral Degree,Life Sciences,R&D,Research Director,3,19,15-20 switches,5,3-6 switches,15,11-15 %,3,11,9-12 switches,1,0-3 switches,11
1657,Current Employees,No,Female,20,Under 25,Bachelor's Degree,Medical,Sales,Sales Representative,1,2,0-5 switches,1,0-2 switches,19,16-20 %,0,2,0-3 switches,2,0-3 switches,2
1658,Current Employees,No,Female,34,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Scientist,2,11,10-15 switches,1,0-2 switches,12,11-15 %,1,8,6-9 switches,7,6-9 switches,9
1659,Current Employees,No,Male,36,35 - 44,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,1,15,10-15 switches,2,0-2 switches,11,11-15 %,0,3,0-3 switches,1,0-3 switches,3
1661,Current Employees,No,Female,49,45 - 54,High School,Life Sciences,R&D,Healthcare Representative,4,30,25-30 switches,2,0-2 switches,19,16-20 %,1,11,9-12 switches,2,0-3 switches,12
1662,Current Employees,No,Female,36,35 - 44,Master's Degree,Medical,R&D,Manufacturing Director,2,4,0-5 switches,0,0-2 switches,15,11-15 %,0,2,0-3 switches,1,0-3 switches,2
1664,Current Employees,No,Male,36,35 - 44,Associates Degree,Life Sciences,R&D,Healthcare Representative,2,13,10-15 switches,6,3-6 switches,20,16-20 %,1,4,3-6 switches,0,0-3 switches,4
1665,Current Employees,No,Female,54,45 - 54,Doctoral Degree,Medical,R&D,Manager,4,36,35+ switches,3,3-6 switches,25,21-25 %,1,8,6-9 switches,4,3-6 switches,7
1666,Current Employees,No,Male,43,35 - 44,Associates Degree,Life Sciences,R&D,Research Director,4,14,10-15 switches,1,0-2 switches,24,21-25 %,1,10,9-12 switches,6,3-6 switches,11
1667,Ex-Employees,Yes,Male,35,35 - 44,Master's Degree,Other,Sales,Sales Executive,2,13,10-15 switches,3,3-6 switches,24,21-25 %,0,9,6-9 switches,6,3-6 switches,7
1668,Current Employees,No,Male,38,35 - 44,Bachelor's Degree,Life Sciences,R&D,Research Scientist,2,19,15-20 switches,7,6+ switches,15,11-15 %,2,11,9-12 switches,2,0-3 switches,9
1669,Current Employees,No,Male,29,25 - 34,Bachelor's Degree,Medical,Sales,Sales Executive,2,10,5-10 switches,1,0-2 switches,13,11-15 %,1,0,0-3 switches,0,0-3 switches,9
1670,Current Employees,No,Male,33,25 - 34,Master's Degree,Medical,Sales,Sales Executive,2,6,5-10 switches,1,0-2 switches,14,11-15 %,2,2,0-3 switches,0,0-3 switches,4
1671,Current Employees,No,Male,32,25 - 34,Bachelor's Degree,Medical,R&D,Research Scientist,2,10,5-10 switches,0,0-2 switches,13,11-15 %,2,5,3-6 switches,1,0-3 switches,6
1673,Current Employees,No,Female,31,25 - 34,Master's Degree,Life Sciences,Sales,Sales Executive,2,10,5-10 switches,1,0-2 switches,11,11-15 %,2,0,0-3 switches,0,0-3 switches,2
1674,Current Employees,No,Female,49,45 - 54,Bachelor's Degree,Medical,R&D,Laboratory Technician,1,17,15-20 switches,4,3-6 switches,16,16-20 %,1,2,0-3 switches,2,0-3 switches,2
1675,Current Employees,No,Female,38,35 - 44,Bachelor's Degree,Medical,R&D,Laboratory Technician,1,4,0-5 switches,1,0-2 switches,22,21-25 %,0,3,0-3 switches,3,0-3 switches,3
1676,Current Employees,No,Female,47,45 - 54,Master's Degree,Life Sciences,Sales,Manager,4,29,25-30 switches,6,3-6 switches,14,11-15 %,3,2,0-3 switches,1,0-3 switches,2
1677,Current Employees,No,Male,49,45 - 54,Bachelor's Degree,Life Sciences,R&D,Manager,4,23,20-25 switches,4,3-6 switches,14,11-15 %,0,7,6-9 switches,0,0-3 switches,0
1678,Current Employees,No,Male,41,35 - 44,Associates Degree,Life Sciences,Sales,Sales Executive,3,21,20-25 switches,3,3-6 switches,16,16-20 %,0,0,0-3 switches,0,0-3 switches,2
1680,Current Employees,No,Male,20,Under 25,High School,Life Sciences,Sales,Sales Representative,1,2,0-5 switches,1,0-2 switches,11,11-15 %,0,2,0-3 switches,0,0-3 switches,2
1681,Current Employees,No,Female,33,25 - 34,Bachelor's Degree,Life Sciences,Sales,Sales Executive,2,7,5-10 switches,1,0-2 switches,25,21-25 %,1,5,3-6 switches,1,0-3 switches,2
1682,Current Employees,No,Male,36,35 - 44,Master's Degree,Life Sciences,R&D,Healthcare Representative,2,10,5-10 switches,6,3-6 switches,14,11-15 %,2,2,0-3 switches,0,0-3 switches,2
1683,Current Employees,No,Female,44,35 - 44,Bachelor's Degree,Life Sciences,HR,Human Resources,1,8,5-10 switches,4,3-6 switches,18,16-20 %,3,2,0-3 switches,2,0-3 switches,2
1684,Ex-Employees,Yes,Male,23,Under 25,High School,Medical,R&D,Laboratory Technician,1,5,0-5 switches,1,0-2 switches,11,11-15 %,0,4,3-6 switches,1,0-3 switches,2
1687,Current Employees,No,Female,38,35 - 44,Associates Degree,Medical,R&D,Laboratory Technician,1,7,5-10 switches,7,6+ switches,19,16-20 %,1,0,0-3 switches,0,0-3 switches,0
1689,Current Employees,No,Male,53,45 - 54,Master's Degree,Medical,R&D,Healthcare Representative,3,11,10-15 switches,3,3-6 switches,15,11-15 %,0,3,0-3 switches,1,0-3 switches,2
1691,Ex-Employees,Yes,Female,48,45 - 54,Associates Degree,Medical,Sales,Sales Representative,1,19,15-20 switches,2,0-2 switches,11,11-15 %,2,7,6-9 switches,7,6-9 switches,7
1692,Ex-Employees,Yes,Male,32,25 - 34,Master's Degree,Life Sciences,R&D,Laboratory Technician,1,1,0-5 switches,1,0-2 switches,12,11-15 %,0,0,0-3 switches,0,0-3 switches,0
1693,Current Employees,No,Male,26,25 - 34,Bachelor's Degree,Medical,R&D,Laboratory Technician,1,7,5-10 switches,1,0-2 switches,20,16-20 %,0,7,6-9 switches,5,3-6 switches,7
1694,Current Employees,No,Male,55,Over 55,Bachelor's Degree,Technical Degree,R&D,Research Scientist,1,8,5-10 switches,5,3-6 switches,12,11-15 %,1,2,0-3 switches,1,0-3 switches,2
1696,Current Employees,No,Male,34,25 - 34,Associates Degree,Medical,R&D,Laboratory Technician,2,15,10-15 switches,1,0-2 switches,14,11-15 %,1,10,9-12 switches,4,3-6 switches,13
1697,Current Employees,No,Male,60,Over 55,Master's Degree,Medical,R&D,Healthcare Representative,3,19,15-20 switches,3,3-6 switches,20,16-20 %,1,0,0-3 switches,0,0-3 switches,0
1698,Current Employees,No,Male,33,25 - 34,Bachelor's Degree,Medical,R&D,Laboratory Technician,1,14,10-15 switches,1,0-2 switches,18,16-20 %,3,11,9-12 switches,2,0-3 switches,13
1700,Current Employees,No,Male,37,35 - 44,Master's Degree,Medical,Sales,Sales Executive,2,6,5-10 switches,1,0-2 switches,14,11-15 %,2,3,0-3 switches,1,0-3 switches,3
1701,Current Employees,No,Female,34,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,10,5-10 switches,1,0-2 switches,12,11-15 %,0,9,6-9 switches,8,6-9 switches,7
1702,Ex-Employees,Yes,Male,23,Under 25,Bachelor's Degree,Life Sciences,Sales,Sales Representative,1,3,0-5 switches,1,0-2 switches,21,21-25 %,1,2,0-3 switches,0,0-3 switches,2
1703,Current Employees,No,Female,44,35 - 44,Bachelor's Degree,Life Sciences,R&D,Healthcare Representative,3,9,5-10 switches,1,0-2 switches,19,16-20 %,1,7,6-9 switches,6,3-6 switches,7
1704,Current Employees,No,Male,35,35 - 44,Master's Degree,Medical,R&D,Research Scientist,1,6,5-10 switches,0,0-2 switches,14,11-15 %,0,4,3-6 switches,1,0-3 switches,4
1706,Current Employees,No,Male,43,35 - 44,Bachelor's Degree,Medical,Sales,Sales Executive,2,10,5-10 switches,1,0-2 switches,17,16-20 %,1,9,6-9 switches,8,6-9 switches,8
1707,Current Employees,No,Male,24,Under 25,Bachelor's Degree,Medical,R&D,Research Scientist,1,5,0-5 switches,1,0-2 switches,16,16-20 %,1,3,0-3 switches,0,0-3 switches,4
1708,Current Employees,No,Male,41,35 - 44,Bachelor's Degree,Marketing,Sales,Sales Executive,3,10,5-10 switches,1,0-2 switches,12,11-15 %,0,8,6-9 switches,8,6-9 switches,7
1709,Current Employees,No,Female,29,25 - 34,Master's Degree,Medical,R&D,Laboratory Technician,1,9,5-10 switches,9,6+ switches,17,16-20 %,1,3,0-3 switches,1,0-3 switches,2
1710,Current Employees,No,Female,36,35 - 44,Master's Degree,Life Sciences,Sales,Sales Representative,2,17,15-20 switches,3,3-6 switches,15,11-15 %,0,7,6-9 switches,6,3-6 switches,7
1712,Current Employees,No,Male,45,45 - 54,High School,Life Sciences,R&D,Healthcare Representative,3,25,20-25 switches,3,3-6 switches,23,21-25 %,1,15,12-15 switches,14,12-15 switches,4
1714,Ex-Employees,Yes,Male,24,Under 25,High School,Human Resources,HR,Human Resources,1,1,0-5 switches,1,0-2 switches,11,11-15 %,1,0,0-3 switches,0,0-3 switches,0
1716,Ex-Employees,Yes,Male,47,45 - 54,Bachelor's Degree,Life Sciences,Sales,Sales Executive,4,25,20-25 switches,7,6+ switches,11,11-15 %,0,5,3-6 switches,14,12-15 switches,10
1718,Current Employees,No,Male,26,25 - 34,Master's Degree,Medical,R&D,Laboratory Technician,1,3,0-5 switches,1,0-2 switches,15,11-15 %,3,2,0-3 switches,0,0-3 switches,2
1719,Current Employees,No,Female,45,45 - 54,Associates Degree,Technical Degree,R&D,Research Director,4,21,20-25 switches,1,0-2 switches,11,11-15 %,0,6,3-6 switches,8,6-9 switches,6
1720,Current Employees,No,Male,32,25 - 34,Bachelor's Degree,Life Sciences,R&D,Research Scientist,1,10,5-10 switches,6,3-6 switches,13,11-15 %,1,2,0-3 switches,1,0-3 switches,3
1721,Current Employees,No,Male,31,25 - 34,Master's Degree,Life Sciences,R&D,Laboratory Technician,1,6,5-10 switches,1,0-2 switches,14,11-15 %,1,2,0-3 switches,0,0-3 switches,3
1722,Current Employees,No,Male,41,35 - 44,Bachelor's Degree,Human Resources,HR,Human Resources,2,10,5-10 switches,6,3-6 switches,19,16-20 %,1,2,0-3 switches,1,0-3 switches,2
1724,Current Employees,No,Female,40,35 - 44,Associates Degree,Life Sciences,R&D,Manufacturing Director,2,18,15-20 switches,2,0-2 switches,16,16-20 %,1,0,0-3 switches,0,0-3 switches,0
1725,Current Employees,No,Male,24,Under 25,High School,Medical,R&D,Laboratory Technician,1,6,5-10 switches,1,0-2 switches,13,11-15 %,3,2,0-3 switches,1,0-3 switches,2
1727,Current Employees,No,Male,46,45 - 54,Master's Degree,Life Sciences,R&D,Healthcare Representative,2,19,15-20 switches,6,3-6 switches,14,11-15 %,0,7,6-9 switches,0,0-3 switches,9
1728,Current Employees,No,Male,35,35 - 44,Master's Degree,Life Sciences,R&D,Manufacturing Director,2,17,15-20 switches,2,0-2 switches,16,16-20 %,1,7,6-9 switches,0,0-3 switches,7
1729,Current Employees,No,Male,30,25 - 34,High School,Life Sciences,R&D,Research Scientist,1,10,5-10 switches,1,0-2 switches,12,11-15 %,1,0,0-3 switches,0,0-3 switches,8
1731,Current Employees,No,Male,47,45 - 54,Master's Degree,Marketing,Sales,Sales Executive,2,4,0-5 switches,7,6+ switches,11,11-15 %,1,0,0-3 switches,0,0-3 switches,0
1732,Current Employees,No,Male,46,45 - 54,Bachelor's Degree,Life Sciences,Sales,Sales Executive,3,13,10-15 switches,4,3-6 switches,12,11-15 %,1,6,3-6 switches,0,0-3 switches,3
1733,Ex-Employees,Yes,Male,36,35 - 44,Doctoral Degree,Marketing,Sales,Sales Executive,2,16,15-20 switches,5,3-6 switches,13,11-15 %,3,2,0-3 switches,2,0-3 switches,2
1734,Ex-Employees,Yes,Male,32,25 - 34,Associates Degree,Life Sciences,Sales,Sales Executive,2,10,5-10 switches,6,3-6 switches,15,11-15 %,0,0,0-3 switches,0,0-3 switches,0
1735,Current Employees,No,Female,23,Under 25,High School,Medical,R&D,Laboratory Technician,1,3,0-5 switches,1,0-2 switches,13,11-15 %,0,2,0-3 switches,1,0-3 switches,2
1736,Current Employees,No,Female,31,25 - 34,High School,Technical Degree,R&D,Manufacturing Director,2,9,5-10 switches,2,0-2 switches,20,16-20 %,0,4,3-6 switches,1,0-3 switches,4
1737,Current Employees,No,Male,39,35 - 44,Bachelor's Degree,Life Sciences,R&D,Laboratory Technician,2,9,5-10 switches,1,0-2 switches,15,11-15 %,1,8,6-9 switches,5,3-6 switches,8
1739,Current Employees,No,Male,32,25 - 34,Bachelor's Degree,Life Sciences,Sales,Sales Executive,3,10,5-10 switches,3,3-6 switches,13,11-15 %,1,3,0-3 switches,0,0-3 switches,2
1740,Current Employees,No,Male,40,35 - 44,Master's Degree,Medical,Sales,Manager,5,21,20-25 switches,1,0-2 switches,14,11-15 %,0,8,6-9 switches,12,9-12 switches,8
